timestamp,player_name,player_team,player_position,market_name,event_name,event_start_time,line
2025-10-30T19:19:04.527838,Isaiah Hartenstein,OKC,C,Rebounds,Washington @ Oklahoma City,2025-10-31 00:00:00,11.5
2025-10-30T19:19:04.527838,Jaime Jaquez Jr.,MIA,F,Steals,Miami @ San Antonio,2025-10-31 00:30:00,0.5
2025-10-30T19:19:04.527838,Kon Knueppel,CHA,F,3Pts Made,Orlando @ Charlotte,2025-10-30 23:00:00,2.5
2025-10-30T19:19:04.527838,Cam Whitmore,WAS,F,3Pts Made,Washington @ Oklahoma City,2025-10-31 00:00:00,0.5
2025-10-30T19:19:04.527838,Stephon Castle,SAS,G,Pts + Ast,Miami @ San Antonio,2025-10-31 00:30:00,23.5
2025-10-30T19:19:04.527838,Alex Sarr,WAS,C,Reb + Ast ,Washington @ Oklahoma City,2025-10-31 00:00:00,10.5
2025-10-30T19:19:04.527838,Davion Mitchell,MIA,G,Reb + Ast ,Miami @ San Antonio,2025-10-31 00:30:00,9.5
2025-10-30T19:19:04.527838,Dylan Harper,SAS,G,Reb + Ast ,Miami @ San Antonio,2025-10-31 00:30:00,8.5
2025-10-30T19:19:04.527838,Jaime Jaquez Jr.,MIA,F,Pts + Ast + Reb,Miami @ San Antonio,2025-10-31 00:30:00,23.5
2025-10-30T19:19:04.527838,Dylan Harper,SAS,G,Pts + Ast + Reb,Miami @ San Antonio,2025-10-31 00:30:00,22.5
2025-10-30T19:19:04.527838,Buddy Hield,GSW,G,Assists,Golden State @ Milwaukee,2025-10-31 00:00:00,0.5
2025-10-30T19:19:04.527838,Jaylin Williams,OKC,C,Assists,Washington @ Oklahoma City,2025-10-31 00:00:00,2.0
2025-10-30T19:19:04.527838,Desmond Bane,ORL,G,Points,Orlando @ Charlotte,2025-10-30 23:00:00,19.5
2025-10-30T19:19:04.527838,Cam Whitmore,WAS,F,Rebounds,Washington @ Oklahoma City,2025-10-31 00:00:00,2.5
2025-10-30T19:19:04.527838,Jaime Jaquez Jr.,MIA,F,Rebounds,Miami @ San Antonio,2025-10-31 00:30:00,5.5
